,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Engine_Type,Price
226,2017 Maruti Wagon R,2017,Petrol,"28,513 Kms",998 cc,2nd Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,25,000"
227,2012 Hyundai i10,2012,Petrol,"59,543 Kms",1197 cc,1st Owner,KA03,Comprehensive,1197 CC,78.9bhp,5,Grey,4-Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"3,85,000"
228,2018 Hyundai i20,2018,Diesel,"49,599 Kms",1396 cc,1st Owner,Manual,22.54 kmpl,88.76bhp,219.66nm,5,Other,6 Speed,FWD,Power,Disc,Drum,13.57 Seconds,U2 CRDI Diesel Engine,"8,00,000"
229,2011 Maruti Swift Dzire,2011,Petrol,"74,049 Kms",1197 cc,1st Owner,Manual,23.26 kmpl,88.50bhp,113nm,5,Other,5 Speed,FWD,Electric,Disc,Drum,,1.2 L Petrol Engine,"3,40,000"
230,2011 Hyundai i10,2011,Petrol,"76,797 Kms",1197 cc,2nd Owner,Automatic,16.95 kmpl,78.9bhp,111.8Nm,5,Other,4-Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"3,43,000"
231,2013 Skoda Rapid,2013,Petrol,"70,293 Kms",1598 cc,2nd Owner,Manual,15 kmpl,103.5bhp,153Nm,5,White,5 Speed,FWD,Power,Disc,Drum,,In-Line Petrol Engine,"4,49,500"
232,2014 Maruti Swift,2014,Petrol,"44,322 Kms",1197 cc,1st Owner,Manual,21.21 kmpl,81.80bhp,113Nm,5,White,5,FWD,Electric,Disc,Drum,12.71s,VTVT Engine,"5,00,000"
233,2010 Hyundai i20,2010,Petrol,"78,934 Kms",1197 cc,2nd Owner,Manual,18.5 kmpl,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",5,Other,5 Speed,,Power,Disk,Drum,,In-Line Engine,"3,20,000"
234,2014 Hyundai EON,2014,Petrol,"77,148 Kms",814 cc,1st Owner,Manual,21.1 kmpl,55.2bhp,74.5Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,"2,44,500"
235,2014 Honda City,2014,Diesel,"132,623 Kms",1498 cc,1st Owner,Manual,26 kmpl,98.6bhp,200Nm,5,Other,6 Speed,FWD,Power,Disc,Drum,10 Seconds,i DTEC Diesel Engine,"5,35,000"
236,2015 Hyundai EON,2015,Petrol,"100,846 Kms",814 cc,1st Owner,Manual,21.1 kmpl,55.2bhp,74.5Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,"3,10,000"
237,2011 Hyundai i10,2011,Petrol,"53,464 Kms",1086 cc,2nd Owner,Manual,19.81 kmpl,68.05bhp,99.04Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,"2,60,000"
238,2016 Ford Figo,2015,Diesel,"53,732 Kms",1498 cc,1st Owner,Manual,25.83 kmpl,99bhp,215Nm,5,White,5 Speed,FWD,EPAS,Ventilated Disc,Drum,11.6 Seconds,TDCi Diesel Engine,"4,80,000"
239,2017 Honda Jazz,2017,Petrol,"33,873 Kms",1199 cc,2nd Owner,Automatic,19 kmpl,88.7bhp,110Nm,5,Brown,5 Speed,FWD,Power,Disc,Drum,13.7 Seconds,i-VTEC Petrol Engine,"7,00,000"
240,2015 Maruti Wagon R,2015,Petrol,"31,401 Kms",998 cc,1st Owner,Manual,20.51 kmpl,67.04bhp,90Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,04,000"
241,2017 Honda Brio,2016,Petrol,"25,479 Kms",1198 cc,1st Owner,Manual,18.5 kmpl,86.8bhp,109Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,14.5 Seconds,i-VTEC Engine,"4,60,000"
242,2013 Maruti Wagon R,2013,Petrol,"44,621 Kms",998 cc,1st Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"3,58,000"
243,2012 Maruti Alto K10,2012,Petrol,"82,001 Kms",998 cc,1st Owner,Manual,20.92 kmpl,67.1bhp,90Nm,5,Black,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"2,40,000"
244,2015 Maruti Swift Dzire,2014,Petrol,"44,885 Kms",1197 cc,2nd Owner,Manual,20.85 kmpl,83.14bhp,115Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"4,80,000"
245,2020 Skoda Rapid,2019,Petrol,"16,598 Kms",1598 cc,1st Owner,Manual,14.3 kmpl,103.2bhp,153Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,Petrol Engine,"8,95,000"
246,2016 Hyundai Grand i10,2016,Petrol,"22,668 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"5,00,000"
247,2017 Renault KWID,2017,Petrol,"10,008 Kms",999 cc,1st Owner,Automatic,24.04 kmpl,67bhp,91Nm,5,Other,5 Speed,FWD,Electric,Disc,Drum,,Petrol Engine,"4,30,000"
248,2014 Maruti Swift,2014,Petrol,"53,725 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,85.8bhp,114Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,12.29 Seconds,K Series Petrol Engine,"4,75,000"
249,2019 Hyundai i20,2018,Petrol,"32,453 Kms",1197 cc,1st Owner,Automatic,17.4 kmpl,81.86bhp,114.73nm,5,Other,5 Speed,FWD,Power,Disc,Drum,16.18 Seconds,Kappa VTVT Petrol Engine,"8,30,000"
250,2021 Hyundai Santro,2020,Petrol,"8,595 Kms",1086 cc,1st Owner,Manual,20.3 kmpl,68.05bhp,99.04Nm,5,Other,5 Speed,FWD,Electric,Disc,Drum,,1.1 L Petrol,"5,80,000"
251,2018 Maruti Swift,2018,Petrol,"27,422 Kms",1197 cc,1st Owner,Manual,21.21 kmpl,81.80bhp,113Nm,5,Red,5,FWD,Electric,Disc,Drum,12.71s,VTVT Engine,"6,40,000"
252,2018 Ford Figo Aspire,2017,Diesel,"30,007 Kms",1498 cc,1st Owner,Manual,25.83 kmpl,99bhp,215Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,10.75 Seconds,TDCi Diesel Engine,"5,65,000"
253,2016 Hyundai Grand i10,2016,Diesel,"23,622 Kms",1120 cc,1st Owner,Manual,24 kmpl,70bhp,160Nm,5,White,5 Speed,FWD,Power,Disc,Drum,15.6 Seconds,U2 CRDi Diesel Engine,"5,51,000"
254,2015 Maruti Alto 800,2015,Petrol,"53,375 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,90,000"
255,2015 Maruti Wagon R,2015,Petrol,"79,315 Kms",998 cc,1st Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"3,80,000"
256,2013 Maruti Swift,2013,Diesel,"81,240 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74bhp,190Nm,5,Other,5,FWD,Power,Disc,Drum,,DDiS 190 Engine,"4,75,000"
257,2016 Maruti Swift,2015,Petrol,"21,769 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Grey,5,FWD,Power,Disc,Drum,,VTVT Engine,"5,50,000"
258,2011 Maruti Swift,2011,Diesel,"77,968 Kms",1248 cc,2nd Owner,Manual,17.8 kmpl,15,5,5,Other,,,Power,,,,-,"3,50,000"
259,2016 Hyundai EON,2016,Petrol,"29,931 Kms",814 cc,1st Owner,Manual,21.1 kmpl,55.2bhp,74.5Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,"3,42,500"
260,2013 Maruti Swift Dzire,2013,Petrol,"62,751 Kms",1197 cc,2nd Owner,Manual,19.1 kmpl,85.8bhp,114Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"4,56,000"
261,2014 Maruti Alto 800,2014,Petrol,"18,827 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Silver,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,85,000"
262,2016 Hyundai Xcent,2015,Petrol,"41,523 Kms",1197 cc,1st Owner,Manual,19.1 kmpl,82bhp,114Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,14.2 Seconds,Kappa VTVT Petrol Engine,"4,90,000"
263,2018 Renault KWID,2018,Petrol,"41,377 Kms",799 cc,1st Owner,Manual,25.17 kmpl,53.3bhp,72Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,"3,20,000"
264,2017 Maruti Swift Dzire,2017,Diesel,"56,666 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74.02bhp,190Nm,5,Blue,5 Speed,FWD,Power,Disc,Drum,13.03 Seconds,DDiS Diesel Engine,"6,80,000"
265,2017 Maruti Swift,2017,Petrol,"32,346 Kms",1197 cc,2nd Owner,Manual,20.4 kmpl,81.80bhp,113Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"5,55,000"
266,2014 Hyundai Grand i10,2013,Diesel,"70,154 Kms",1120 cc,2nd Owner,Manual,24 kmpl,70bhp,160Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,15.6 Seconds,U2 CRDi Diesel Engine,"3,85,000"
267,2016 Maruti Swift Dzire,2016,Petrol,"9,912 Kms",1197 cc,1st Owner,Manual,23.26 kmpl,88.50bhp,113nm,5,Other,5 Speed,FWD,Electric,Disc,Drum,,1.2 L Petrol Engine,"5,80,000"
268,2017 Volkswagen Ameo,2017,Petrol,"60,469 Kms",1198 cc,1st Owner,Manual,17 kmpl,73.75bhp,110Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,MPI Petrol Engine,"4,90,000"
269,2019 Volkswagen Ameo,2019,Petrol,"20,544 Kms",999 cc,1st Owner,Manual,19.44 kmpl,75bhp,95Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,MPI Petrol Engine,"5,60,000"
270,2013 Hyundai i10,2013,Petrol,"36,059 Kms",1197 cc,2nd Owner,Manual,20.36 kmpl,78.9bhp,111.8Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"3,86,500"
271,2013 Hyundai Grand i10,2013,Diesel,"100,774 Kms",1120 cc,1st Owner,Manual,24 kmpl,70bhp,160Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,15.6 Seconds,U2 CRDi Diesel Engine,"3,70,000"
272,2016 Renault KWID,2016,Petrol,"45,251 Kms",999 cc,1st Owner,Automatic,24.04 kmpl,67bhp,91Nm,5,Red,5 Speed,FWD,Electric,Disc,Drum,,Petrol Engine,"3,75,000"
273,2012 Ford Figo,2012,Diesel,"116,011 Kms",1399 cc,1st Owner,Manual,20 kmpl,68bhp,160Nm,5,White,5 Speed,Front Wheel Drive,Power,Ventilated Discs,Drum,14.8 Seconds,Diesel Engine,"2,80,000"
274,2015 Honda Jazz,2015,Petrol,"15,058 Kms",1199 cc,1st Owner,Manual,16.6 kmpl,88.50bhp,110Nm,5,Silver,5-Speed,,Electric,Disc,Drum,,1.2 i-VTEC Petrol,"5,80,000"
275,2015 Hyundai Grand i10,2015,Petrol,"63,362 Kms",1197 cc,2nd Owner,Automatic,18.9 kmpl,82bhp,114Nm,5,Other,4 Speed,FWD,Power,Disc,Drum,14.9 Seconds,Kappa VTVT Petrol Engine,"5,00,000"
276,2016 Maruti Baleno,2015,Petrol,"26,059 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,White,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"6,00,000"
277,2016 Volkswagen Polo,2016,Petrol,"68,324 Kms",1199 cc,1st Owner,Manual,16.2 kmpl,74bhp,110Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,14.2 Seconds,MPI Petrol Engine,"6,50,500"
278,2016 Maruti Celerio,2015,Petrol,"46,106 Kms",998 cc,1st Owner,Manual,23.1 kmpl,67.04bhp,90Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"4,40,000"
279,2014 Maruti Alto K10,2014,Petrol,"79,918 Kms",998 cc,1st Owner,Manual,23.95 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,00,000"
280,2012 Maruti Alto K10,2012,Petrol,"59,102 Kms",998 cc,1st Owner,Manual,23.95 kmpl,67.05bhp,90Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"2,75,000"
281,2016 Hyundai Grand i10,2016,Petrol,"18,792 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,95,000"
282,2017 Renault KWID,2017,Petrol,"47,750 Kms",999 cc,1st Owner,Automatic,24.04 kmpl,67bhp,91Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,17.44 Seconds,Petrol Engine,"4,00,000"
283,2018 Maruti Eeco,2018,Petrol,"22,038 Kms",1196 cc,1st Owner,Manual,16.11 kmpl,72.42bhp,98Nm,5,Silver,5 Speed,RWD,Manual,Disc,Drum,15.7 Seconds,G12B,"4,25,000"
284,2014 Maruti Swift,2014,Diesel,"115,902 Kms",1248 cc,1st Owner,KA02,Comprehensive,1248 CC,74bhp,5,Silver,5,FWD,Power,Disc,Drum,,DDiS 190 Engine,"5,05,000"
285,2014 Hyundai Grand i10,2014,Petrol,"57,865 Kms",1197 cc,2nd Owner,KA53,Third Party,1197 CC,81.86bhp,5,Maroon,4 Speed,FWD,Power,Disc,Drum,14.9 Seconds,Kappa VTVT Petrol Engine,"4,50,000"
286,2013 Hyundai i20,2013,Petrol,"64,423 Kms",1197 cc,1st Owner,Manual,18.5 kmpl,82.9bhp,113.8Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,,Kappa Dual VTVT Petrol En,"4,38,500"
287,2019 Maruti Celerio,2019,Petrol,"37,658 Kms",998 cc,2nd Owner,Manual,23.1 kmpl,67.04bhp,90Nm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"5,07,000"
288,2013 Hyundai Verna,2013,Petrol,"54,857 Kms",1591 cc,1st Owner,KA51,Comprehensive,1591 CC,121.3bhp,5,Maroon,5 Speed,FWD,Power,Disc,Drum,10.5 Seconds,VTVT Petrol Engine,"5,80,000"
289,2014 Honda Brio,2013,Petrol,"84,613 Kms",1198 cc,1st Owner,Automatic,16.5 kmpl,86.8bhp,109Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,16 Seconds,i-VTEC Engine,"4,00,000"
290,2019 Hyundai i20,2018,Diesel,"60,764 Kms",1396 cc,1st Owner,Manual,22.54 kmpl,88.73bhp,219.7Nm,5,White,6 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,"7,40,000"
291,2014 Hyundai EON,2014,Petrol,"28,520 Kms",814 cc,2nd Owner,Manual,21.1 kmpl,55.2bhp,74.5Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,"2,68,500"
292,2017 Hyundai Grand i10,2017,Petrol,"5,995 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Orange,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"5,05,000"
293,2014 Maruti Celerio,2014,Petrol,"83,078 Kms",998 cc,2nd Owner,Automatic,23.1 kmpl,67.04bhp,90Nm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"3,60,000"
294,2015 Renault Duster,2015,Petrol,"50,824 Kms",1598 cc,2nd Owner,Manual,13.05 kmpl,102.53bhp,148Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,11.5 Seconds,K4M Petrol Engine,"5,00,000"
295,2014 Maruti Swift,2014,Diesel,"69,629 Kms",1248 cc,1st Owner,Manual,22.9 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.75 Seconds,DDiS Diesel Engine,"5,00,000"
296,2016 Hyundai Creta,2016,Petrol,"42,551 Kms",1591 cc,1st Owner,Manual,15.29 kmpl,121.3bhp,151Nm,5,White,6 Speed,FWD,Power,Disc,Drum,10.5 Seconds,VTVT Petrol Engine,"10,20,000"
297,2016 Renault KWID,2016,Petrol,"62,382 Kms",799 cc,1st Owner,Manual,22.3 kmpl,53.26bhp,72Nm,5,Red,5 Speed,FWD,Electric,Disc,Drum,16 Seconds,Petrol Engine,"2,90,000"
298,2014 Ford Ecosport,2014,Diesel,"125,712 Kms",1498 cc,1st Owner,Manual,22.7 kmpl,89.84bhp,204Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.5 Seconds,TDCi Diesel Engine,"5,25,000"
299,2010 Maruti Swift,2010,Petrol,"91,873 Kms",1197 cc,1st Owner,Manual,16.1 kmpl,85ps,113Nm,5,Grey,5 Speed,,Power,Ventilated Disc,Drum,12.29 seconds,In-Line Engine,"3,00,000"
300,2012 Hyundai i10,2012,Petrol,"38,826 Kms",1197 cc,2nd Owner,Automatic,16.95 kmpl,78.9bhp,111.8Nm,5,Other,4-Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"3,73,500"
301,2016 Datsun RediGO,2016,Petrol,"34,301 Kms",799 cc,1st Owner,Manual,22.7 kmpl,53.64bhp,72Nm,5,Red,5-Speed,2WD,Power,Disc,Drum,,0.8L Petrol Engine,"2,87,000"
302,2020 MG Hector,2020,Petrol,"18,805 Kms",1451 cc,1st Owner,Automatic,13.96 kmpl,141bhp,250Nm,5,Other,6 Speed,FWD,,Disc,Disc,,-,"16,50,000"
303,2012 Hyundai i20,2012,Diesel,"84,098 Kms",1396 cc,2nd Owner,Manual,22.54 kmpl,88.76bhp,219.6Nm,5,White,6 Speed,FWD,Power,Disc,Drum,,U2 CRDi Diesel Engine,"3,40,000"
304,2019 Hyundai Venue,2019,Petrol,"13,416 Kms",998 cc,1st Owner,Manual,18.27 kmpl,118.35bhp,172Nm,5,Other,6-Speed,FWD,Electric,Disc,Drum,,Kappa 1.0 L Turbo GDi Petrol,"10,45,000"
305,2018 Hyundai Grand i10,2017,Petrol,"13,551 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,95,000"
306,2016 Hyundai i10,2015,Petrol,"48,927 Kms",1086 cc,1st Owner,Manual,19.81 kmpl,68.05bhp,99.04Nm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,"3,35,000"
307,2018 Tata Tigor,2018,Petrol,"48,609 Kms",1199 cc,1st Owner,Manual,20.3 kmpl,84bhp,114Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,Revotron Engine,"4,75,000"
308,2019 Jeep Compass,2018,Petrol,"28,767 Kms",1368 cc,1st Owner,Manual,16 kmpl,160bhp,250Nm,5,Other,6 Speed,4X2,Power,Disc,Discs,9.99 Seconds,1.4-Litre 4-Cyl Multiair Engine,"13,00,000"
309,2017 Maruti Wagon R,2017,Petrol,"30,393 Kms",998 cc,1st Owner,Manual,20.51 kmpl,67.04bhp,90Nm,5,Blue,5 Speed,FWD,Power,Ventilated Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,50,000"
310,2010 Maruti Swift Dzire,2009,Petrol,"33,542 Kms",1298 cc,1st Owner,Manual,17.5 kmpl,85.8bhp,114Nm,5,White,5 Speed,2 WD,Power,Ventilated Disc,Drum,,In-Line Engine,"3,55,000"
311,2019 Maruti Wagon R,2018,Petrol,"25,407 Kms",998 cc,2nd Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,50,000"
312,2014 Hyundai i20,2013,Diesel,"36,094 Kms",1396 cc,2nd Owner,Manual,22.54 kmpl,88.73bhp,219.7Nm,5,Other,6 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,"5,20,000"
313,2019 Tata Tiago,2018,Petrol,"31,605 Kms",1199 cc,1st Owner,Manual,23.84 kmpl,84bhp,114Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,14.3 Seconds,Revotron Engine,"4,97,000"
314,2018 Maruti Ignis,2017,Petrol,"13,413 Kms",1197 cc,1st Owner,Automatic,20.89 kmpl,81.80bhp,113Nm,5,Silver,5 Speed,FWD,Electrical,Disc,Drum,13.69 Seconds,1.2-Litre VVT Petrol Engine,"6,00,000"
315,2014 Hyundai Grand i10,2014,Petrol,"70,532 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,35,000"
316,2017 Volkswagen Vento,2015,Petrol,"30,538 Kms",1598 cc,1st Owner,Manual,16.09 kmpl,103.2bhp,153Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.3 Seconds,MPI Petrol Engine,"5,98,500"
317,2018 Renault KWID,2018,Petrol,"87,292 Kms",999 cc,1st Owner,Manual,23.01 kmpl,67bhp,91Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,13.90 Seconds,Petrol Engine,"3,28,500"
318,2013 Hyundai Verna,2013,Petrol,"45,507 Kms",1591 cc,1st Owner,Manual,17.01 kmpl,121.3bhp,154.9Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,10.5 Seconds,VTVT Petrol Engine,"5,40,000"
319,2017 Maruti Baleno,2017,Petrol,"27,919 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Blue,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"5,90,000"
320,2018 Renault KWID,2018,Petrol,"87,292 Kms",999 cc,1st Owner,Manual,23.01 kmpl,67bhp,91Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,13.90 Seconds,Petrol Engine,"3,28,500"
321,2017 Maruti Baleno,2017,Petrol,"27,919 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Blue,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"5,90,000"
322,2016 Maruti A-Star,2016,Petrol,"44,171 Kms",998 cc,2nd Owner,Automatic,16.98 kmpl,66.1bhp,90Nm,5,Other,4 Speed,FWD,Power,Ventilated Disc,Drum,,K Series Petrol Engine,"3,39,500"
323,2013 Hyundai i20,2013,Diesel,"44,569 Kms",1493 cc,1st Owner,Manual,25 kmpl,98.63bhp,240.26nm,5,Other,6 Speed,,Electric,Disc,Drum,10.76,1.5 l U2 diesel,"4,60,000"
324,2019 Maruti Vitara Brezza,2019,Diesel,"26,456 Kms",1248 cc,2nd Owner,Manual,24.3 kmpl,88.5bhp,200Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"8,87,000"
325,2017 Maruti Ertiga,2017,Petrol,"31,265 Kms",1462 cc,1st Owner,Manual,19.01 kmpl,103.26bhp,138Nm,7,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,K15 Smart Hybrid,"7,40,000"
326,2019 Toyota Yaris,2018,Petrol,"7,291 Kms",1496 cc,1st Owner,Automatic,17.8 kmpl,105.94bhp,140Nm,5,Silver,7 Speed CVT,FWD,Power,Disc,Drum,,1.5 Dual VVT-i Engine,"8,45,000"
327,2016 Hyundai EON,2016,Petrol,"33,285 Kms",814 cc,1st Owner,Manual,21.1 kmpl,55.2bhp,74.5Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,"3,40,000"
328,2015 Maruti Ciaz,2015,Petrol,"144,343 Kms",1373 cc,1st Owner,Manual,20.73 kmpl,91.1bhp,130Nm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,"4,90,000"
329,2013 Hyundai Santro Xing,2013,Petrol,"10,993 Kms",1086 cc,2nd Owner,Manual,17.92 kmpl,62.1bhp,96.1Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,,Petrol Engine,"2,80,000"
330,2018 Maruti Wagon R,2018,Petrol,"9,458 Kms",998 cc,2nd Owner,Automatic,21.79 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,90,000"
331,2019 Tata Tiago,2018,Petrol,"56,183 Kms",1199 cc,1st Owner,Automatic,23.84 kmpl,83.83bhp,114Nm,5,Brown,5 Speed,FWD,Power,Disc,Drum,,Revotron Engine,"5,34,000"
332,2013 Hyundai Verna,2013,Petrol,"71,908 Kms",1591 cc,2nd Owner,Manual,17.01 kmpl,121.3bhp,154.9Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,10.5 Seconds,VTVT Petrol Engine,"4,70,000"
333,2019 Renault KWID,2019,Petrol,"17,874 Kms",999 cc,1st Owner,Automatic,24.04 kmpl,67bhp,91Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,Petrol Engine,"4,80,000"
334,2015 Maruti Celerio,2015,Petrol,"72,805 Kms",998 cc,1st Owner,Automatic,21.63 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"4,12,000"
335,2014 Maruti Swift Dzire,2014,Petrol,"86,891 Kms",1197 cc,1st Owner,Manual,20.85 kmpl,83.14bhp,115Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"4,45,000"
336,2017 Maruti Alto 800,2016,Petrol,"33,052 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Blue,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,95,000"
337,2017 Hyundai Grand i10,2017,Petrol,"24,289 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,65,000"
338,2016 Honda Jazz,2016,Petrol,"42,093 Kms",1199 cc,2nd Owner,Manual,16.6 kmpl,88.50bhp,110Nm,5,Red,5-Speed,,Electric,Disc,Drum,,1.2 i-VTEC Petrol,"4,90,000"
339,2014 Maruti Ertiga,2014,Diesel,"25,601 Kms",1248 cc,1st Owner,Manual,20.77 kmpl,88.76bhp,200Nm,7,Other,5 Speed,FWD,Power,Disc,Drum,13.3 Seconds,DDiS Diesel Engine,"6,70,000"
