,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Price
1943,Maruti SX4 S Cross,2015,Diesel,68000,1248,First ,Manual,23.65,88.5,200.0,5,Grey,5,FWD,Power,Ventilated Disc,Discs,12.0,650000
1944,Honda City 1.5 V,2009,Petrol,112000,1497,Second ,Manual,17.0,118.0,146.0,5,Golden,5,FWD,Power,Discs,Drum,19.0,290000
1945,Toyota Etios Liva 1.4,2015,Diesel,102000,1364,First ,Manual,23.59,67.04,170.0,5,White,5,FWD,Power,Ventilated Disc,Drum,17.5,525000
1946,Hyundai Grand i10 CRDi,2015,Diesel,29000,1120,First ,Manual,24.0,70.0,160.0,5,Red,5,FWD,Power,Discs,Drum,15.6,434999
1947,Toyota Fortuner 4x4 MT,2012,Diesel,93000,2982,First ,Manual,12.55,168.5,343.0,7,White,5,AWD,Power,Ventilated Disc,Drum,9.6,1350000
1948,Ford Figo Diesel Titanium,2011,Diesel,79000,1399,First ,Manual,20.0,68.0,160.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,14.8,240000
1949,Nissan Micra XL Optional,2013,Petrol,41000,1198,Second ,Manual,18.44,75.0,104.0,5,Orange,5,FWD,Power,Ventilated Disc,Drum,15.0,265000
1950,Mitsubishi Pajero Sport 4X2,2016,Diesel,104248,2477,Second ,Automatic,13.5,175.56,350.0,7,Red,5,RWD,Power,Ventilated Disc,Drum,14.5,1650000
1951,Honda Civic 1.8 V,2013,Petrol,92000,1799,First ,Manual,14.8,130.3,171.6,5,Grey,5,FWD,Power,Ventilated Disc,Discs,9.6,434999
1952,Renault Lodgy Stepway 110PS,2015,Diesel,92000,1461,First ,Manual,19.98,108.5,245.0,7,Black,6,FWD,Power,Ventilated Disc,Drum,12.31,499000
1953,Volkswagen Polo 2015-2019 1.5,2016,Diesel,45000,1498,First ,Manual,20.14,88.0,230.0,5,White,5,FWD,Power,Discs,Drum,16.1,625000
1954,Honda City V AT,2014,Petrol,85000,1497,First ,Automatic,15.6,116.3,146.0,5,Silver,5,FWD,Power,Discs,Drum,19.0,633000
1955,Maruti Swift Dzire VXI,2014,Petrol,60000,1197,Second ,Manual,19.1,85.8,114.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,12.6,525000
1956,Maruti Ritz VXi,2010,Petrol,62000,1197,Second ,Manual,18.5,85.8,114.0,5,Maroon,5,FWD,Power,Ventilated Disc,Drum,15.0,260000
1957,Mercedes-Benz CLS 250 CDI,2013,Diesel,104000,2143,Second ,Automatic,19.4,204.0,500.0,4,Black,7,RWD,Power,Discs,Discs,7.5,1260000
1958,Hyundai i10 Sportz,2009,Petrol,60000,1197,Second ,Manual,20.36,78.9,111.8,5,Silver,5,FWD,Power,Ventilated Disc,Drum,19.0,225000
1959,Toyota Innova 2.5 GX,2013,Diesel,125000,2494,Second ,Manual,12.99,100.6,200.0,7,White,5,RWD,Power,Ventilated Disc,Drum,13.3,725000
1960,Mercedes-Benz E-Class All-Terrain E,2019,Diesel,15306,1950,First ,Automatic,12.6,191.76,400.0,5,Silver,9,RWD,Power,Ventilated Disc,Discs,8.0,6500000
1961,Chevrolet Spark 1.0 LT,2013,Petrol,54500,995,First ,Manual,16.2,62.1,90.3,5,Silver,5,FWD,Power,Discs,Drum,19.0,155000
1962,Maruti Baleno Alpha 1.3,2016,Diesel,155000,1248,First ,Manual,27.39,74.0,190.0,5,White,5,FWD,Power,Discs,Drum,12.93,575000
1963,Hyundai Venue SX Plus,2019,Petrol,12993,998,First ,Automatic,18.15,118.35,172.0,5,Grey,7,FWD,Electric,Discs,Drum,19.0,1190000
1964,Ford Endeavour 3.2 Titanium,2017,Diesel,20094,3198,First ,Automatic,10.91,197.0,470.0,7,Maroon,6,AWD,Power,Discs,Discs,10.86,2850000
1965,Tata Nano XT,2016,Petrol,42777,624,First ,Manual,23.9,37.48,51.0,4,Red,4,RWD,Power,Multilateral Disc,Drum,12.6,245000
1966,Ford Figo Diesel Titanium,2013,Diesel,71000,1399,Second ,Manual,20.0,68.05,160.0,5,Black,5,FWD,Power,Ventilated Disc,Drum,19.0,295000
1967,Maruti Celerio VXI AT,2015,Petrol,40500,998,First ,Automatic,23.1,67.04,90.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,15.05,393000
1968,Nissan Micra XL,2011,Petrol,61000,1198,First ,Manual,18.44,75.0,104.0,5,Orange,5,FWD,Power,Ventilated Disc,Drum,14.0,235000
1969,Hyundai EON Sportz,2012,Petrol,64200,814,Second ,Manual,21.1,55.2,74.5,5,Silver,5,FWD,Power,Discs,Drum,19.0,235000
1970,Maruti Swift VVT VXI,2015,Petrol,26000,1197,First ,Manual,22.0,81.8,113.0,5,Red,5,FWD,Power,Discs,Drum,19.0,509999
1971,Hyundai i20 Active 1.2,2017,Petrol,29000,1197,Second ,Manual,17.19,81.86,114.73,5,Red,5,FWD,Power,Discs,Drum,14.0,650000
1972,Volkswagen Vento 1.5 TDI,2016,Diesel,90000,1498,First ,Automatic,22.15,108.6,250.0,5,Silver,7,FWD,Power,Ventilated Disc,Drum,11.07,725000
1973,Maruti Wagon R VXI,2011,Petrol,62435,998,Second ,Manual,18.9,67.1,90.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,350000
1974,BMW X1 sDrive20d,2014,Diesel,89000,1995,Second ,Automatic,17.05,184.0,380.0,5,Orange,8,RWD,Power,Ventilated Disc,Discs,7.9,1225000
1975,BMW 5 Series 530d,2016,Diesel,48429,2993,First ,Automatic,14.69,258.0,560.0,5,White,8,RWD,Power,Ventilated Disc,Discs,5.8,3750000
1976,Volkswagen Polo 1.2 MPI,2015,Petrol,41219,1198,First ,Manual,16.47,74.0,110.0,5,Grey,5,FWD,Power,Discs,Drum,14.2,457000
1977,Hyundai i10 Asta 1.2,2010,Petrol,65000,1197,Second ,Automatic,19.2,80.0,11.4,5,White,4,FWD,Power,Ventilated Disc,Drum,19.0,290000
1978,Tata Manza ELAN Quadrajet,2011,Diesel,74000,1248,Second ,Manual,21.12,88.8,200.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,245000
1979,Datsun GO T,2018,Petrol,35000,1198,First ,Manual,19.02,67.05,104.0,5,Orange,5,FWD,Power,Discs,Drum,13.3,330000
1980,Hyundai i20 Sportz AT,2013,Petrol,52507,1396,Second ,Automatic,15.0,98.6,136.3,5,Blue,4,FWD,Power,Discs,Discs,19.0,420000
1981,Skoda Rapid 1.6 TDI,2012,Diesel,82000,1598,Second ,Manual,20.5,103.5,250.0,5,Silver,5,FWD,Power,Discs,Drum,19.0,375000
1982,Datsun RediGO T Option,2016,Petrol,54000,799,First ,Manual,22.7,53.64,72.0,5,Grey,5,2WD,Power,Discs,Drum,19.0,325000
1983,Hyundai i10 Sportz 1.1L,2014,Petrol,20000,1086,First ,Manual,19.81,68.05,99.04,5,Red,5,FWD,Power,Ventilated Disc,Drum,14.3,365000
1984,Toyota Innova 2.5 Z,2013,Diesel,120000,2494,First ,Manual,12.99,100.6,200.0,7,White,5,FWD,Power,Ventilated Disc,Drum,19.0,900000
1985,Maruti Ritz ZXi,2011,Petrol,117000,1197,Second ,Manual,18.5,85.8,114.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,15.0,265000
1986,Nissan Micra Diesel XV,2011,Diesel,91000,1461,First ,Manual,23.08,63.1,160.0,5,White,5,2WD,Power,Ventilated Disc,Drum,19.0,249000
1987,Mahindra TUV 300 T8,2015,Diesel,69234,1493,Second ,Manual,18.49,100.0,240.0,7,Blue,5,RWD,Power,Discs,Drum,13.9,540000
1988,Honda City i VTEC,2013,Petrol,84000,1497,First ,Manual,17.8,117.3,145.0,5,Silver,5,FWD,Power,Discs,Drum,10.0,509999
1989,Maruti Wagon R LXI,2010,Petrol,29000,998,Third ,Manual,18.9,67.1,90.0,5,Maroon,5,FWD,Power,Ventilated Disc,Drum,19.0,275000
1990,Maruti Vitara Brezza ZDi,2018,Diesel,47542,1248,First ,Manual,24.3,88.5,200.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,12.36,869999
1991,Maruti Alto K10 VXI,2016,Petrol,43000,998,Second ,Manual,23.95,67.05,90.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,13.3,320000
1992,BMW 5 Series 520d,2013,Diesel,88000,1995,Second ,Automatic,18.12,190.0,400.0,5,Blue,8,RWD,Power,Ventilated Disc,Discs,7.7,1600000
1993,Hyundai Grand i10 1.2,2019,Petrol,16000,1197,First ,Manual,18.9,81.86,113.75,5,Grey,5,FWD,Power,Discs,Drum,12.9,575000
1994,Skoda Rapid 1.5 TDI,2019,Diesel,58638,1498,First ,Automatic,21.72,108.6,250.0,5,Silver,7,FWD,Power,Discs,Drum,11.41,1050000
1995,Maruti Baleno Zeta 1.2,2018,Petrol,43279,1197,First ,Manual,21.4,83.1,115.0,5,Grey,5,FWD,Power,Discs,Drum,12.36,675000
1996,Skoda Octavia Ambition 2.0,2015,Diesel,56302,1968,First ,Manual,20.6,141.0,320.0,5,Red,6,FWD,Power,Discs,Discs,9.35,1099000
1997,Hyundai i20 2015-2017 Sportz,2013,Diesel,39000,1396,First ,Manual,22.54,88.73,219.7,5,Blue,6,FWD,Power,Discs,Drum,11.9,331000
1998,Volkswagen Polo 1.5 TDI,2016,Diesel,67001,1498,First ,Manual,20.14,88.0,230.0,5,Red,5,FWD,Power,Discs,Drum,16.1,351000
1999,Maruti Ertiga VXI Petrol,2018,Petrol,35000,1462,First ,Manual,19.34,103.0,138.0,7,Red,5,2WD,Power,Ventilated Disc,Drum,19.0,679000
2000,Mercedes-Benz E-Class E250 CDI,2016,Diesel,21830,2143,First ,Automatic,14.21,203.0,500.0,5,Black,5,RWD,Power,Ventilated Disc,Discs,7.5,2498000
2001,Honda City i-DTEC VX,2018,Diesel,71600,1498,First ,Manual,25.6,97.9,200.0,5,Black,6,FWD,Power,Ventilated Disc,Drum,10.0,842000
2002,Hyundai i20 1.2 Spotz,2018,Petrol,29500,1197,First ,Manual,18.6,81.83,114.7,5,Orange,5,FWD,Power,Discs,Drum,13.2,585000
2003,Hyundai Getz 1.1 GVS,2008,Petrol,61300,1086,First ,Manual,15.0,66.6,10.4,5,Silver,5,FWD,Power,Ventilated Disc,Drum,17.8,105000
2004,Hyundai Creta 1.6 SX,2018,Petrol,24975,1591,First ,Manual,15.8,121.3,151.0,5,Black,6,FWD,Power,Discs,Drum,19.0,985000
2005,Maruti Wagon R AMT,2017,Petrol,24000,998,First ,Automatic,20.51,67.0,90.0,5,Brown,5,FWD,Power,Ventilated Disc,Drum,18.6,389000
2006,Honda City i VTEC,2014,Petrol,55000,1497,First ,Automatic,18.0,117.3,145.0,5,Maroon,5,FWD,Power,Discs,Drum,10.0,579000
2007,Mahindra Xylo H4,2014,Diesel,38000,2179,First ,Manual,14.02,118.3,280.0,7,Maroon,5,RWD,Power,Discs,Drum,14.0,430000
2008,Maruti Wagon R VXI,2018,Petrol,280,998,First ,Manual,18.9,67.1,90.0,5,Maroon,5,FWD,Power,Ventilated Disc,Drum,19.0,370000
2009,BMW X1 sDrive 20d,2017,Diesel,53002,1995,First ,Automatic,17.05,184.0,380.0,5,Blue,8,RWD,Power,Discs,Discs,7.7,2299000
2010,Hyundai Creta 1.6 CRDi,2016,Diesel,43000,1582,First ,Manual,19.67,126.2,259.9,5,Red,6,FWD,Power,Discs,Drum,10.5,849000
2011,Porsche Cayenne Diesel,2011,Diesel,37382,2967,First ,Automatic,15.15,240.0,550.0,5,White,8,AWD,Power,Discs,Discs,7.8,2749000
2012,Honda City i VTEC,2016,Petrol,50357,1497,First ,Manual,17.8,117.3,145.0,5,Grey,5,FWD,Power,Discs,Drum,10.0,525000
2013,Hyundai Elantra 1.6 SX,2019,Diesel,32695,1582,First ,Manual,22.54,126.2,259.88,5,Silver,6,FWD,Power,Discs,Discs,19.0,1199000
2014,Hyundai Verna 1.6 SX,2014,Diesel,74671,1582,First ,Manual,22.32,126.32,259.8,5,White,6,FWD,Power,Discs,Discs,10.62,509999
2015,Honda WR-V i-DTEC VX,2017,Diesel,49000,1498,First ,Manual,25.5,98.6,200.0,5,Silver,6,FWD,Electric,Ventilated Disc,Drum,12.43,675000
2016,Audi Q5 2018-2020 35TDI,2018,Diesel,30000,1968,First ,Automatic,17.01,188.0,400.0,5,White,7,AWD,Power,Ventilated Disc,Discs,8.37,2200000
2017,Honda Amaze S i-Vtech,2014,Petrol,46000,1198,First ,Manual,18.0,86.7,109.0,5,Black,5,FWD,Power,Discs,Drum,15.0,250000
2018,Honda City i VTEC,2015,Petrol,43000,1497,First ,Automatic,18.0,117.3,145.0,5,Urban Titanium,5,FWD,Power,Discs,Drum,10.0,600000
2019,Maruti Baleno Delta Automatic,2016,Petrol,36000,1197,First ,Automatic,21.4,83.1,115.0,5,Grey,8,FWD,Power,Discs,Drum,12.79,495000
2020,Mercedes-Benz M-Class ML 250,2015,Diesel,36000,2143,First ,Automatic,15.26,203.2,500.0,5,White,7,AWD,Power,Discs,Discs,9.0,3250000
2021,Honda New Accord 2008-2011,2011,Petrol,47001,2354,First ,Automatic,11.7,177.6,222.0,5,Grey,5,FWD,Power,Multilateral Disc,Discs,19.0,525000
2022,Audi A6 2.0 TDI,2014,Diesel,34900,1968,First ,Automatic,17.68,174.33,380.0,5,Grey,8,FWD,Power,Ventilated Disc,Discs,8.2,1725000
2023,Honda City i DTEC,2014,Diesel,48000,1498,First ,Manual,26.0,98.6,200.0,5,Maroon,6,FWD,Power,Discs,Drum,10.0,434999
2024,Maruti Swift VDI,2013,Diesel,35000,1248,First ,Manual,22.9,74.0,190.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,13.75,325000
2025,Honda City VX MT,2018,Petrol,19196,1498,First ,Manual,17.8,119.35,145.0,5,White,6,FWD,Electric,Ventilated Disc,Drum,19.0,925000
2026,Maruti Ertiga SHVS VDI,2018,Diesel,34023,1248,First ,Manual,24.52,88.5,200.0,7,Silver,5,FWD,Power,Ventilated Disc,Drum,13.3,824000
2027,Mahindra Scorpio 2009-2014 VLX,2014,Diesel,65977,2179,Second ,Manual,12.05,120.0,290.0,7,White,6,2WD,Power,Discs,Drum,16.5,735000
2028,Maruti Wagon R LXI,2008,Petrol,25534,998,First ,Manual,21.79,67.05,90.0,5,Golden,5,FWD,Power,Discs,Drum,18.6,180000
2029,Maruti Alto K10 VXI,2016,Petrol,37282,998,First ,Manual,23.95,67.05,90.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,13.3,282000
2030,Honda Brio S MT,2012,Petrol,37000,1198,First ,Manual,19.4,86.8,109.0,5,Grey,5,FWD,Power,Discs,Drum,19.0,249000
2031,Mahindra XUV500 W8 2WD,2016,Diesel,115177,2179,First ,Manual,15.1,140.0,330.0,7,White,6,FWD,Power,Discs,Discs,12.5,1000000
2032,Volkswagen Vento 1.5 TDI,2016,Diesel,54000,1498,First ,Automatic,22.15,108.6,250.0,5,White,7,FWD,Power,Ventilated Disc,Drum,11.07,625000
2033,MG Hector Plus Sharp,2021,Diesel,8000,1956,First ,Manual,16.65,167.67,350.0,6,Grey,6,FWD,Power,Discs,Discs,19.0,1875000
2034,Honda CR-V MT With,2008,Petrol,77000,2354,First ,Manual,14.0,0.0,5.0,5,Green,5,FWD,Power,Discs,Disc & Drum,19.0,495000
2035,Hyundai Venue S Diesel,2020,Diesel,20000,1493,First ,Manual,23.7,98.6,240.26,5,White,6,FWD,Electric,Discs,Drum,19.0,894999
2036,Maruti Swift Dzire VXI,2016,Petrol,40000,1197,First ,Manual,20.85,83.14,115.0,5,Blue,5,FWD,Power,Ventilated Disc,Drum,12.6,449000
2037,Hyundai EON Sportz,2016,Petrol,18000,814,First ,Manual,21.1,55.2,74.5,5,Red,5,FWD,Power,Discs,Drum,19.0,289000
2038,Honda WR-V i-VTEC VX,2019,Petrol,13369,1199,First ,Manual,17.5,88.7,110.0,5,White,5,FWD,Electric,Ventilated Disc,Drum,15.31,775000
2039,Toyota Camry Hybrid,2014,Electric,70000,2494,First ,Automatic,19.16,157.7,213.0,5,Grey,6,FWD,Power,Ventilated Disc,Discs,10.8,1375000
2040,Audi Q5 2.0 TDI,2014,Diesel,34000,1968,First ,Automatic,14.16,174.3,380.0,5,Brown,7,AWD,Power,Ventilated Disc,Discs,9.0,2375000
2041,Mahindra XUV500 W7,2018,Diesel,27469,2179,First ,Manual,15.1,152.87,360.0,7,Brown,6,FWD,Power,Ventilated Disc,Discs,19.0,1150000
2042,Hyundai i10 Era,2013,Petrol,19200,1086,First ,Manual,19.81,68.05,99.04,5,Red,5,FWD,Power,Ventilated Disc,Drum,14.3,263000
2043,Maruti Ciaz Zeta BSIV,2018,Petrol,25000,1462,First ,Manual,21.56,103.25,138.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,700000
2044,Audi A6 2.7 TDI,2011,Diesel,19000,2698,Second ,Automatic,12.4,179.5,38.8,5,White,6,FWD,Power,Multilateral Disc,Discs,7.95,801000
2045,Honda WR-V i-VTEC VX,2017,Petrol,43000,1199,First ,Manual,17.5,88.7,110.0,5,Yellow,5,FWD,Electric,Ventilated Disc,Drum,15.31,680000
2046,Tata Tiago 1.2 Revotron,2018,Petrol,9009,1199,First ,Manual,23.84,84.0,114.0,5,Golden,5,FWD,Power,Discs,Drum,14.3,351000
2047,Volkswagen Polo 1.2 MPI,2013,Petrol,34000,1198,First ,Manual,16.47,74.0,110.0,5,White,5,FWD,Power,Discs,Drum,14.2,340000
2048,Hyundai Creta 1.6 CRDi,2016,Diesel,61000,1582,First ,Manual,19.67,126.2,259.9,5,Blue,6,FWD,Power,Discs,Drum,10.5,849000
2049,Hyundai Santro Xing GL,2012,Petrol,43000,1086,First ,Manual,17.92,62.1,96.1,5,Silver,5,FWD,Power,Ventilated Disc,Drum,19.0,165000
2050,Maruti Swift VDI BSIV,2014,Diesel,35000,1248,First ,Manual,25.2,74.0,190.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,14.8,375000
2051,Renault KWID 1.0 RXT,2018,Petrol,11000,999,First ,Manual,23.01,67.0,91.0,5,Grey,5,FWD,Power,Discs,Drum,13.9,365000
2052,Maruti Alto K10 VXI,2019,Petrol,14000,998,First ,Automatic,23.95,67.05,90.0,5,Maroon,5,FWD,Power,Ventilated Disc,Drum,13.3,325000
2053,Maruti Alto K10 VXI,2018,Petrol,21649,998,First ,Manual,23.95,67.05,90.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,13.3,372000
2054,Hyundai Grand i10 AT,2015,Petrol,43000,1197,First ,Automatic,18.9,82.0,114.0,5,Maroon,4,FWD,Power,Discs,Drum,14.9,415000
2055,Honda Amaze VX i-DTEC,2016,Diesel,70070,1498,First ,Manual,25.8,98.6,200.0,5,Brown,5,FWD,Power,Discs,Drum,17.0,391000
2056,Tata Tiago 1.2 Revotron,2018,Petrol,9009,1199,First ,Manual,23.84,84.0,114.0,5,Golden,5,FWD,Power,Discs,Drum,14.3,351000
2057,Volkswagen Polo 1.2 MPI,2013,Petrol,34000,1198,First ,Manual,16.47,74.0,110.0,5,White,5,FWD,Power,Discs,Drum,14.2,340000
2058,Hyundai Grand i10 Asta,2015,Petrol,28000,1197,First ,Manual,18.9,82.0,114.0,5,Maroon,5,FWD,Power,Discs,Drum,12.9,411000
2059,Hyundai Elantra CRDi SX,2013,Diesel,33001,1582,First ,Manual,22.7,126.24,259.87,5,White,6,FWD,Power,Discs,Discs,10.2,550000
2060,Maruti Ertiga BSIV VXI,2017,Petrol,11000,1373,First ,Manual,17.5,91.1,130.0,7,Silver,5,FWD,Power,Ventilated Disc,Drum,13.0,650000
2061,Hyundai i20 1.2 Sportz,2010,Petrol,44000,1197,First ,Manual,17.0,80.0,11.4,5,Black,5,FWD,Power,Discs,Drum,12.96,260000
2062,Honda Amaze VX i-DTEC,2016,Diesel,70070,1498,First ,Manual,25.8,98.6,200.0,5,Brown,5,FWD,Power,Discs,Drum,17.0,391000
2063,Hyundai Creta 1.6 CRDi,2016,Diesel,61000,1582,First ,Manual,19.67,126.2,259.9,5,Blue,6,FWD,Power,Discs,Drum,10.5,849000
2064,Hyundai Santro Xing GL,2012,Petrol,43000,1086,First ,Manual,17.92,62.1,96.1,5,Silver,5,FWD,Power,Ventilated Disc,Drum,19.0,165000
2065,Toyota Etios Liva VX,2016,Petrol,27027,1197,First ,Manual,17.71,78.9,104.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,14.0,451000
2066,Hyundai Verna 1.4 CRDi,2015,Diesel,31001,1396,First ,Manual,24.8,88.7,219.7,5,Black,6,FWD,Power,Discs,Drum,12.2,441000
2067,Chevrolet Spark 1.0,2012,Petrol,40000,995,First ,Manual,18.0,62.0,90.3,5,Red,5,FWD,Manual,Discs,Drum,14.8,132000
2068,Mahindra XUV500 W8 2WD,2014,Diesel,80000,2179,First ,Manual,15.1,140.0,330.0,7,Blue,6,FWD,Power,Discs,Discs,12.5,540000
2069,Maruti Wagon R VXI,2009,Petrol,68000,998,First ,Manual,20.51,67.04,90.0,5,Black,5,FWD,Power,Ventilated Disc,Drum,18.6,141000
2070,Honda Amaze 2016-2021 S,2017,Diesel,43001,1498,First ,Manual,25.8,98.6,200.0,5,Silver,5,FWD,Power,Discs,Drum,17.0,451000
2071,Maruti Swift VDI BSIV,2014,Diesel,35000,1248,First ,Manual,25.2,74.0,190.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,14.8,375000
2072,Renault KWID 1.0 RXT,2018,Petrol,11000,999,First ,Manual,23.01,67.0,91.0,5,Grey,5,FWD,Power,Discs,Drum,13.9,365000
2073,Maruti SX4 Vxi BSIV,2011,Petrol,57001,1586,First ,Manual,15.5,103.3,145.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,12.1,221000
2074,Maruti Alto K10 VXI,2018,Petrol,21649,998,First ,Manual,23.95,67.05,90.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,13.3,372000
2075,Maruti Alto K10 VXI,2019,Petrol,14000,998,First ,Automatic,23.95,67.05,90.0,5,Maroon,5,FWD,Power,Ventilated Disc,Drum,13.3,325000
2076,Audi A4 2.0 TDI,2014,Diesel,19001,1968,First ,Automatic,16.55,147.51,320.0,5,White,7,FWD,Power,Ventilated Disc,Discs,9.1,1351000
2077,Honda Civic 1.8 V,2008,Petrol,30252,1799,First ,Manual,13.5,130.0,172.0,5,Grey,5,FWD,Power,Ventilated Disc,Discs,19.0,300000
2078,Hyundai Verna 1.6 SX,2013,Petrol,35200,1591,First ,Manual,17.01,121.3,154.9,5,Grey,5,FWD,Power,Discs,Drum,10.5,395000
2079,BMW 5 Series 520d,2015,Diesel,34000,1995,First ,Automatic,20.37,187.74,400.0,5,Brown,8,RWD,Power,Ventilated Disc,Discs,7.5,2099000
2080,Hyundai i10 Magna,2011,Petrol,23000,1197,First ,Manual,20.36,78.9,111.7,5,Black,5,FWD,Power,Ventilated Disc,Drum,19.0,195000
2081,Honda City V MT,2011,Petrol,49000,1498,First ,Manual,17.8,119.35,145.0,5,Red,6,FWD,Electric,Ventilated Disc,Drum,19.0,341000
2082,Mercedes-Benz C-Class C 250,2012,Diesel,41000,2143,First ,Automatic,14.94,204.0,500.0,5,White,7,RWD,Power,Ventilated Disc,Discs,8.5,1250000
2083,Honda Amaze 2016-2021 S,2017,Petrol,42002,1198,First ,Manual,17.8,86.7,109.0,5,Grey,5,FWD,Power,Discs,Drum,15.0,421000
2084,Maruti Swift Dzire AMT,2017,Diesel,28161,1248,First ,Automatic,28.4,74.02,190.0,5,Blue,5,FWD,Power,Discs,Drum,19.0,625000
2085,Hyundai EON Era Plus,2016,Petrol,25200,814,First ,Manual,21.1,55.2,74.5,5,Silver,5,FWD,Power,Discs,Drum,19.0,254999
2086,Maruti Swift Dzire AMT,2018,Petrol,35400,1197,First ,Automatic,22.0,81.8,113.0,5,Golden,5,FWD,Electric,Ventilated Disc,Drum,12.6,625000
2087,Honda New Accord 2008-2011,2010,Petrol,45000,2354,First ,Automatic,11.7,177.6,222.0,5,Grey,5,FWD,Power,Multilateral Disc,Discs,19.0,425000
2088,Hyundai Creta 1.6 CRDi,2016,Diesel,85000,1582,First ,Manual,19.67,126.2,259.9,5,Silver,6,FWD,Power,Discs,Drum,10.5,721000
2089,Ford Figo Diesel EXI,2012,Diesel,35215,1399,First ,Manual,20.0,68.05,160.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,200000
2090,Honda Amaze S i-Dtech,2013,Diesel,44000,1498,First ,Manual,25.8,98.6,200.0,5,Silver,5,FWD,Power,Discs,Drum,17.0,311000
2091,Hyundai Grand i10 Magna,2017,Petrol,34000,1197,First ,Manual,18.9,82.0,114.0,5,Red,5,FWD,Power,Discs,Drum,12.9,389000
2092,Hyundai i20 Asta,2010,Petrol,60000,1197,Second ,Manual,17.0,80.0,11.4,5,White,5,FWD,Power,Discs,Drum,19.0,210000
2093,Honda City i-DTEC ZX,2018,Diesel,36000,1498,First ,Manual,25.6,97.9,200.0,5,Red,6,FWD,Power,Ventilated Disc,Drum,10.0,1011000
2094,Renault Duster 110PS Diesel,2013,Diesel,39809,1461,First ,Manual,19.01,108.45,248.0,5,White,6,FWD,Power,Ventilated Disc,Drum,19.0,425000
2095,Volkswagen Polo 2015-2019 1.0,2018,Petrol,24000,999,First ,Manual,18.78,75.0,95.0,5,Red,5,FWD,Power,Discs,Drum,14.2,525000
2096,Honda Amaze 2016-2021 V,2019,Petrol,11300,1199,First ,Manual,19.5,88.76,110.0,5,Maroon,5,FWD,Power,Discs,Drum,15.0,598000
2097,Maruti Alto K10 2010-2014,2011,Petrol,34250,998,Second ,Manual,20.92,67.1,90.0,5,White,5,FWD,Power,Ventilated Disc,Drum,13.3,175000
2098,Hyundai Creta 1.6 VTVT,2017,Petrol,50000,1591,First ,Manual,13.0,121.3,151.0,5,Grey,6,FWD,Power,Discs,Drum,19.0,875000
2099,Toyota Innova 2.5 G,2013,Diesel,85000,2494,First ,Manual,12.8,102.0,20.4,8,Grey,5,FWD,Power,Ventilated Disc,Drum,17.5,675000
2100,Mahindra XUV500 W9 AT,2018,Diesel,38000,2179,First ,Automatic,15.1,152.87,360.0,7,Silver,6,FWD,Power,Ventilated Disc,Discs,19.0,1251000
2101,Hyundai Creta 1.6 CRDi,2016,Diesel,67000,1582,First ,Manual,19.67,126.2,259.9,5,White,6,FWD,Power,Discs,Drum,10.5,850000
2102,Hyundai EON Sportz,2017,Petrol,23000,814,Second ,Manual,21.1,55.2,74.5,5,Grey,5,FWD,Power,Discs,Drum,19.0,266000
2103,Maruti Vitara Brezza VDi,2017,Diesel,42000,1248,First ,Manual,24.3,88.5,200.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,12.36,599000
2104,Maruti Ertiga SHVS VDI,2016,Diesel,24449,1248,First ,Manual,24.52,88.5,200.0,7,Golden,5,FWD,Power,Ventilated Disc,Drum,13.3,710000
2105,Volkswagen Ameo 1.2 MPI,2017,Petrol,42000,1198,First ,Manual,17.0,73.75,110.0,5,Brown,5,FWD,Power,Discs,Drum,19.0,401000
2106,Tata Sumo CX,2012,Diesel,80000,2956,First ,Manual,15.3,83.8,250.0,7,Brown,5,RWD,Power,Discs,Drum,19.0,250000
2107,Ford Figo 1.2P Trend,2015,Petrol,18824,1196,First ,Manual,18.16,86.8,112.0,5,Maroon,5,FWD,Electric,Ventilated Disc,Drum,15.7,415000
2108,Maruti Wagon R VXI,2020,Petrol,9100,998,First ,Manual,21.79,67.05,90.0,5,Blue,5,FWD,Power,Discs,Drum,18.6,475000
